298,24,49,4.458750275414753,1
299,24,64,93.23550622406015,3
267,17,66,89.20520916736899,1
275,18,64,92.89914686870458,4
295,23,60,44.242004791654416,2
294,23,59,88.08837784842036,1
293,23,57,53.76378771066097,1
282,20,57,95.3813443029822,2
291,22,54,48.620799414588426,4
286,21,52,74.15120773985473,4
256,13,58,16.669620996001687,3
245,9,62,22.450829295046056,3
239,8,63,94.105663285599,4
274,18,52,67.26560328039615,1
244,9,58,26.329421819577785,4
230,6,62,17.6984065312868,4
206,0,67,56.57652993712495,3
209,1,64,24.306031739131686,4
224,5,60,70.99808301692914,3
229,6,59,93.03920462825629,2
280,19,47,56.47142786005935,3
285,21,45,24.699460128508726,4
273,18,47,88.39025864187313,2
