62,-47,33,45.13797360886689,3
45,-50,38,37.51968532648336,2
40,-51,38,66.55211038797331,1
59,-48,39,26.64776978511877,3
78,-44,40,46.64429352766321,2
63,-47,44,30.032255160229887,4
75,-45,48,53.15538649205126,4
24,-56,49,6.976783927041506,1
20,-57,53,52.09941328283519,3
18,-59,54,69.08327055005869,2
17,-59,52,34.22176414831048,1
8,-62,50,22.87500018132811,3
14,-60,57,78.54580400913456,1
15,-60,60,13.90019504833478,1
22,-57,58,35.77752683936947,1
21,-57,56,51.769126035943835,2
31,-54,57,40.083057094663396,2
32,-53,27,97.42415769083394,4
