235,8,8,39.07450909194236,4
289,22,22,94.9820663575934,3
178,-10,-10,31.607698043465586,1
218,4,-4,2.498693641622236,1
296,24,-21,35.127399716921865,3
287,22,-15,38.58393208174738,1
268,18,-17,85.10894692882319,1
260,15,-18,99.19031697866932,2
297,24,-11,6.57312095994822,4
257,14,-17,48.77890112670881,3
262,16,-12,54.5127078710508,3
258,14,-13,19.136679725141384,4
240,9,-15,92.20141792554368,2
288,22,2,77.81639377310417,2
207,1,-17,24.54339225347983,3
234,8,-9,60.04561165137277,1
263,16,0,64.47560734469666,2
213,3,-13,74.99152583763785,4
197,-1,-17,41.69772014330644,2
191,-3,-16,68.97897093063894,3
247,11,-4,36.48134981193524,3
276,19,7,83.8030118708203,3
198,-1,-13,23.96741807093371,2
